Address,Content Type,Status Code,Indexability,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,H1-1,H1-1 Length,H1-2,H1-2 Length,Word Count,Sentence Count,Size (bytes),Transferred (bytes),Average Words Per Sentence,% of Total,Outlinks,Unique Outlinks,Unique JS Outlinks,External Outlinks,Unique External Outlinks,Unique External JS Outlinks,Response Time,H1-1 Length Length,H1-2 Length Length,Meta Description 1 Length Length,Meta Description 1 Pixel Width Length,Title 1 Length Length,Title 1 Pixel Width Length
https://piecescalligraphy.com/,text/html; charset=UTF-8,200,Indexable,Pieces Calligraphy – Learn brush calligraphy online,51,450,"Are you ready to learn brush calligraphy? You’re in the right place! Here you’ll find easy-to-follow, bite-sized steps to go from complete beginner to confident calligrapher. If you're ready to start your journey towards beautiful, peaceful calligraphy, click the button below to join the waitlist. You'll be notified as soon as the course opens again…",352,2096,Are you ready to learn brush calligraphy?,41,Greetings,9,400,73.0,94692,24101,5.479,1.25,26,7,0,15,14,0,0.635,2,1,3,4,2,3
https://shop.ria.ie/en-us/products/the-irish-art-of-calligraphy,text/html; charset=utf-8,200,Indexable,"The Irish art of calligraphy: a step-by-step guide
 – Royal Irish Academy",73,617,"Out now! An essential guide for anyone who has ever wanted to try their hand at calligraphy. Delve into Ireland’s artistic past and, with guidance from a master calligrapher, learn how to write your own letters in a matter of hours. View a sneak preview here:  ",261,1571,The Irish art of calligraphy: a step-by-step guide,50,See why the Hyundai PALISADE is better than the Honda Pilot ⁠ Claim based on comparison of specifications on manufacturer websites.,131,1633,379.0,769129,68969,4.309,1.25,551,34,0,10,6,0,0.563,2,3,3,4,2,3
https://crossroadscalligraphy.com/what-i-wish-id-known-when-starting-calligraphy/,text/html; charset=UTF-8,200,Indexable,What I Wish I'd Known When Starting Calligraphy - Crossroads Calligraphy,72,650,I share what I wish I'd known when getting started in order to support you and the success of your calligraphy practice.,120,736,Crossroads Calligraphy,22,Lauren Jacks Calligraphy,24,1818,273.0,122710,33416,6.659,1.25,81,67,0,9,8,0,1.846,2,2,3,3,2,3
https://www.thehappyevercrafter.com/blog/calligraphy-basic-strokes/,text/html; charset=UTF-8,200,Indexable,"What are the Calligraphy ""Basic Strokes""? - The Happy Ever Crafter Inc.",71,621,Steve Jobs' ex-Trappist monk calligraphy teacher put him on the spiritual path to changing the world.,101,0,What are the Calligraphy “Basic Strokes”?,41,Provide feedback,16,675,149.0,168662,34436,4.53,1.25,46,21,0,44,21,0,1.308,2,2,3,1,2,3
https://www.hyundaiusa.com/us/en/vehicles/palisade/calligraphy,text/html;charset=utf-8,200,Indexable,2025 Hyundai Palisade Calligraphy | Trim Info | Hyundai USA,59,529,"Click here to view all available trim features for the 2025 Hyundai Palisade Calligraphy. View starting MSRP, tech specs, and more here at Hyundai USA!",151,931,Calligraphy,11,See why the Hyundai PALISADE is better than the Honda Pilot ⁠ Claim based on comparison of specifications on manufacturer websites.,131,38957,8860.0,9214408,530507,4.397,1.25,138,69,0,20,20,0,0.826,2,3,3,3,2,3
https://alpha.inkscape.org/vectors/www.inkscapeforum.com/viewtopic3350.html?t=785,text/html,200,Indexable,[solved] overlapping calligraphy line issue - InkscapeForum.com,63,563,"Out now! An essential guide for anyone who has ever wanted to try their hand at calligraphy. Delve into Ireland’s artistic past and, with guidance from a master calligrapher, learn how to write your own letters in a matter of hours. View a sneak preview here:  ",261,0,This is a read-only archive of the inkscapeforum.com site. You can search for info here or post new questions and comments at inkscape.org/forums,145,InkscapeForum.com,17,422,115.0,23324,6055,3.67,1.25,66,38,0,7,2,0,0.963,3,2,3,1,2,3
https://www.inkyfingerscalligraphy.com/,text/html;charset=utf-8,200,Indexable,Inky Fingers Calligraphy FL,27,237,"Research the 2025 Hyundai SANTA FE Calligraphy FWD in Cumming, GA at Hyundai of Cumming. View pictures, specs, and pricing & schedule a test drive today.",153,0,Hello there!,12,See why the Hyundai PALISADE is better than the Honda Pilot ⁠ Claim based on comparison of specifications on manufacturer websites.,131,210,32.0,144690,20669,6.562,1.25,32,10,0,9,3,0,1.136,2,3,3,1,2,3
https://calligraphybycarole.com/,text/html; charset=UTF-8,200,Indexable,Calligraphy By Carole | Wedding Calligraphy,43,383,"Calligraphy by Carole | Calligraphy by Carole offers elegant calligraphy for special occasions, weddings, printed goods, custom signage, and more!",146,900,Home,4,The Lo Chia-Lun Calligraphy Collection,38,249,34.0,53859,14421,7.324,1.25,8,6,0,8,7,0,2.088,1,2,3,3,2,3
http://www.whimsydesignstudio.com/blog/calligraphy-vs-hand-lettering/,text/html; charset=UTF-8,200,Indexable,"Calligraphy vs Hand Lettering, Typography & more! - Whimsy Design Studio",72,659,"The Traveling Calligrapher Map Collection was born out of love, curiosity, and fearlessness with a focus on creating city maps that embrace memories from the past and also spark hope and adventure for the present/future.",220,0,"Calligraphy vs Hand Lettering, Typography & more!",49,My Favorite Gold Markers for Hand Lettering and Calligraphy,59,773,109.0,75285,15559,7.092,1.25,40,29,0,9,9,0,1.172,2,2,3,1,2,3
https://www.printmag.com/design-books/margaret-shepherd-learning-american-calligraphy/,text/html; charset=UTF-8,200,Indexable,Professional Calligrapher Margaret Shepherd Won't Let Calligraphy Die – PRINT Magazine,86,792,"With over 55 years as a professional calligrapher and 20 how-to book titles to her name, Margaret Shepherd is keen on keeping calligraphy alive and well.",153,943,Professional Calligrapher Margaret Shepherd Won’t Let Calligraphy Die,69,My Favorite Gold Markers for Hand Lettering and Calligraphy,59,1155,152.0,110289,29241,7.599,1.25,80,53,0,17,12,0,1.463,2,2,3,3,2,3
https://www.literarycalligraphy.com/,text/html,200,Indexable,"Literary Calligraphy by Susan Loy ~ Calligraphic Art Paintings with Quotations from Authors, Poets, Playwrights, Bible, Literature",130,1123,"Literary Calligraphy paintings combine classic quotations from Shakespeare, Thoreau, Biblical sources, etc with illustrations that describe the text... Calligraphic art with quotes from authors, poets, playwrights, playwrites, bible, literature.",245,1459,Crossroads Calligraphy,22,Subscribe to RSS,16,333,55.0,17791,5585,6.055,1.25,14,7,0,20,10,0,1.124,2,2,3,4,3,4
https://sheabriannephotography.com/diy-fake-calligraphy-for-addressing-invitations/,text/html; charset=UTF-8,200,Indexable,DIY: Fake Calligraphy for Addressing Invitations - Shea Brianne Photography,75,669,"If you're studying Chinese characters, then starting to learn Chinese calligraphy, or Shufa is a great way to improve your understanding of stroke rules and the make up",168,0,DIY: Fake Calligraphy for Addressing Invitations,48,MAPS OF YOUR MEMORIES,21,1382,210.0,166170,31506,6.581,1.25,45,14,0,18,9,0,1.871,2,2,3,1,2,3
https://www.friendsofcalligraphy.org/,text/html; charset=UTF-8,200,Indexable,Friends of Calligraphy,22,192,Steve Jobs' ex-Trappist monk calligraphy teacher put him on the spiritual path to changing the world.,101,0,Interested in learning calligraphy?,35,Provide feedback,16,390,60.0,17902,6098,6.5,0.0,12,8,0,6,5,0,1.567,2,2,3,1,2,3
https://www.friendsofcalligraphy.org/pages/classes.html,text/html; charset=UTF-8,200,Indexable,Friends of Calligraphy Classes and Workshops,44,409,"Calligraphy is an ancient writing technique using flat edged pens to create artistic lettering using thick and thin lines depending on the direction of the stroke. The height of calligraphy was reached in the middle age, where monks developed the narrow writing style called gothic, allowing more words to fit on a single line, as paper was expensive at the time.",363,0,classes,7,FRIENDS OF CALLIGRAPHY WORKSHOPS,32,2332,426.0,64538,16437,5.474,2.5,28,11,0,8,8,0,1.117,1,2,3,1,2,3
https://dinacalligraphy.com/blog/calligraphy-hobby-into-full-time-business-journey,text/html;charset=utf-8,200,Indexable,How I Turned My Calligraphy Hobby into a Full-Time Business: The Full Story — Vancouver Calligrapher Dina Lu,108,975,"Spend your vacation in Japan and learn Japanese Calligraphy from Chikako. Chikako sensei, known by her artist name Kasho, was born into a family of calligraphers. She started training early and developed her own style that is delicate, bold and playful. She spent a year in Michigan teaching calligraphy and currently teaches calligraphy to students in various studios across Kyoto. Every year, she contributes her work to more than 10 calligraphy exhibitions across the country and serves as a judge for various calligraphy competitions in Japan. Her home studio is located in western part of Kyoto, close to mountains and thick Arashiyama Bamboo Groves. A bit shy, her dimpled warm smile can open a lot of hearts.",715,0,How I Turned My Calligraphy Hobby into a Full-Time Business: The Full Story,75,Provide feedback,16,3858,458.0,181192,32254,8.424,1.25,51,20,0,28,14,0,1.282,2,2,3,1,3,3
https://github.com/chrisjenx/Calligraphy,text/html; charset=utf-8,200,Indexable,GitHub - chrisjenx/Calligraphy: Custom fonts in Android the easy way...,71,623,Custom fonts in Android the easy way... Contribute to chrisjenx/Calligraphy development by creating an account on GitHub.,121,767,"Search code, repositories, users, issues, pull requests...",58,Provide feedback,16,1122,380.0,410243,66233,2.953,1.25,181,104,0,7,7,0,0.869,2,2,3,3,2,3
https://www.hyundaiofcumming.com/new-Cumming-2025-Hyundai-Santa+Fe-Calligraphy+FWD-5NMP54GL5SH070068,text/html; charset=utf-8,200,Indexable,"2025 Hyundai SANTA FE Calligraphy FWD in Cumming, GA | Cumming Hyundai SANTA FE | Hyundai of Cumming",100,993,"Research the 2025 Hyundai SANTA FE Calligraphy FWD in Cumming, GA at Hyundai of Cumming. View pictures, specs, and pricing & schedule a test drive today.",153,994,"Calligraphy vs Hand Lettering, Typography & more!",49,Lauren Jacks Calligraphy,24,4405,1025.0,1099413,163696,4.298,1.25,338,123,0,18,13,0,0.77,2,2,3,3,3,3
https://pmc.ncbi.nlm.nih.gov/articles/PMC3212418/,text/html; charset=utf-8,200,Indexable,Cognitive effects of calligraphy therapy for older people: a randomized controlled trial in Hong Kong - PMC,107,933,"This pilot study investigated the effects of calligraphy therapy on cognitive function in older Hong Kong Chinese people with mild cognitive impairment. A single-blind, randomized controlled trial was carried out in a sample of 31 adults aged 65 ...",249,1515,Cognitive effects of calligraphy therapy for older people: a randomized controlled trial in Hong Kong,101,The Lo Chia-Lun Calligraphy Collection,38,3315,864.0,138213,30134,3.837,1.25,86,41,0,46,44,0,0.424,3,2,3,4,3,3
https://www.detroithyundai.com/new-Dearborn-2024-Hyundai-Santa+Fe+Hybrid-Calligraphy-5NMP5DG18RH014733,text/html; charset=utf-8,200,Indexable,2024 Hyundai SANTA FE HYBRID Calligraphy Dearborn MI | LaFontaine Hyundai Dearborn 5NMP5DG18RH014733,100,1003,"Research the 2024 Hyundai SANTA FE HYBRID Calligraphy in Dearborn, MI at LaFontaine Hyundai Dearborn. View pictures, specs, and pricing on our huge selection of vehicles. 5NMP5DG18RH014733",188,1239,How I Turned My Calligraphy Hobby into a Full-Time Business: The Full Story,75,Lauren Jacks Calligraphy,24,3373,882.0,1069593,159368,3.824,1.25,282,103,0,10,7,0,0.982,2,2,3,4,3,4
https://www.ljcalligraphy.com/,text/html;charset=utf-8,200,Indexable,Lauren Jacks Calligraphy,24,222,"Dallas calligrapher specializing in wedding calligraphy, envelope 
calligraphy and other classic calligraphy designs.",118,702,Lauren Jacks Calligraphy,24,Lauren Jacks Calligraphy,24,40,11.0,62373,13842,3.636,1.25,16,7,0,14,12,0,1.19,2,2,3,3,2,3
http://www.lettersbyellen.com/,text/html;charset=utf-8,200,Indexable,letters by ellen calligraphy,28,229,Seattle calligraphy for weddings parties and more.,50,310,letters by ellen calligraphy,28,letters by ellen calligraphy,28,261,34.0,40324,10216,7.676,1.25,20,10,0,2,2,0,0.867,2,2,2,3,2,3
https://www.royaltalens.com/collections/sakura-calligraphy-pens,text/html; charset=utf-8,200,Indexable,Sakura calligraphy pens | Official website | Royal Talens,57,487,"Discover Sakura Calligraphy Pens: handy, all-in-one writing instruments that help you create clear edges and sharp hairlines.",125,765,Sakura calligraphy pens,23,See why the Hyundai PALISADE is better than the Honda Pilot ⁠ Claim based on comparison of specifications on manufacturer websites.,131,118,25.0,249461,55179,4.72,1.25,47,30,0,4,4,0,2.142,2,3,3,3,2,3
https://www.woodthatworks.com/kinetic-sculptures/calligraphy-prequel,text/html;charset=utf-8,200,Indexable,Calligraphy Prequel  — David C. Roy,35,307,Learn everything you need to know when it comes to shopping for supplies for Blackletter calligraphy and any other type of flat-pen calligraphy.,144,0,David C. Roy,12,Calligraphy Prequel,19,817,144.0,73817,14223,5.674,1.25,102,76,0,2,2,0,1.373,2,2,3,1,2,3
https://www.logoscalligraphy.com/,text/html; charset=utf-8,200,Indexable,Logos Calligraphy & Design,26,241,"Learn calligraphy through my online courses, downloadable worksheets, and more!",79,512,Interested in learning calligraphy?,35,Greetings,9,714,108.0,91074,13488,6.611,1.25,32,18,0,9,7,0,1.557,2,1,2,3,2,3
https://ensigninsights.com/faux-calligraphy-basics-tutorial-for-beginners/,text/html; charset=UTF-8,200,Indexable,Faux Calligraphy Basics Tutorial for Beginners - Ensign Insights,64,556,"Are you learning calligraphy, a hand lettering beginner, but don't know where to start? This faux calligraphy or fauxligraphy basics tutorial is for you!",153,909,Faux Calligraphy Basics Tutorial for Beginners,46,Subscribe to RSS,16,1506,236.0,190529,43409,6.381,1.25,60,22,0,21,14,0,1.786,2,2,3,3,2,3
https://tomsstudio.com/collections/calligraphy-pens,text/html; charset=utf-8,200,Indexable,Calligraphy Pens - Tom's Studio,31,279,"Tom's calligraphy pens are loved by calligraphers across the world. A well balanced, hand crafted calligraphy pen to last a lifetime.",133,803,Calligraphy Pens,16,Lauren Jacks Calligraphy,24,1544,393.0,1439034,128401,3.929,1.25,511,125,0,5,4,0,1.565,2,2,3,3,2,3
https://www.docmartins.com/collections/iridescent-calligraphy-color-bottles,text/html; charset=utf-8,200,Indexable,"Iridescent Calligraphy Color – Dr. Ph. Martin's® | Mfg. Salis Int'l, Inc.",73,595,Shimmering luminance beyond brilliant. 24 colors.,49,311,Iridescent Calligraphy Color,28,See why the Hyundai PALISADE is better than the Honda Pilot ⁠ Claim based on comparison of specifications on manufacturer websites.,131,560,186.0,108466,20304,3.011,1.25,160,83,0,7,7,0,0.666,2,3,2,3,2,3
https://www.writtenchinese.com/learning-chinese-calligraphy-aka-chinese-shufa/,text/html; charset=UTF-8,200,Indexable,Learning Chinese Calligraphy (AKA Chinese Shufa),48,448,"If you're studying Chinese characters, then starting to learn Chinese calligraphy, or Shufa is a great way to improve your understanding of stroke rules and the make up",168,1029,Most Popular Posts & Pages,26,Greetings,9,1303,185.0,112325,26558,7.043,1.25,82,47,0,11,11,0,1.155,2,1,3,4,2,3
https://www.rohrer-klingner.de/en/calligraphy-ink/,text/html; charset=UTF-8,200,Indexable,Calligraphy Ink – Rohrer & Klingner,35,307,Learn everything you need to know when it comes to shopping for supplies for Blackletter calligraphy and any other type of flat-pen calligraphy.,144,0,Available in the following sizes:,33,"12, 50, 250 und 1000 ml (1000 ml only black 29770) 801, 802: 50 ml",66,310,88.0,69914,12236,3.523,1.25,77,41,0,2,1,0,1.716,2,2,3,1,2,3
